ibge7,CNPJ,UF,Município,Processo,Protocolo,Ano,Nº Siafi,Nº município no Siafi,Nº Termo de Compromisso,Cobrade,Data Envio,Valor Custo,Valor Liberado,Plano Interno,PTRES,PT,Fonte,GND,MP - Nº da lei,Data Empenho,Valor Empenhado,Data Dou,Fim vigência,Status,Nº de pessoas atendidas,Parcela 1,Parcela 2,Parcela 3,tempo_medio_analise,tempo_medio_liberacao
4310876,4217901000190,RS,Jacuizinho,59053.016756/2024-83,REC-RS-4310876-20240524-01,2024,1146,1146,1AAUXL,13214,2024-06-04,576400.0,295000.0,RS1146HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-02,295000.0,2024-11-26,26/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,549,295000.0,,,28 days,147 days
1504976,1612215000126,PA,Nova Ipixuna,59053.002006/2018-86,REC-PA-1504976-20180710-01,2018,56,56,697581,12100,2018-07-12,939904.1,939904.1,PA0056PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-11-06,939904.1,2019-06-18,17/06/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,939904.1,,,117 days,224 days
3168002,18017384000110,MG,Taiobeiras,59053.007314/2022-84,REC-MG-3168002-20220309-03,2022,5359,5359,1AAKWM,13214,2022-06-09,218252.76,218252.76,MG5359HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-07-01,218252.76,2022-12-05,04/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,200,218252.76,,,22 days,157 days
3135506,18316166000187,MG,Jequeri,59053.006416/2022-82,REC-MG-3135506-20220228-01,2022,4709,4709,1AAJVF,13214,2022-03-07,265352.16,265854.16,MG4709HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-04,265854.16,2022-07-28,27/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,265854.16,,,58 days,85 days
4321204,97761407000173,RS,Taquara,59053.016092/2024-52,REC-RS-4321204-20240520-02,2024,8927,8927,1AAYYW,13214,2024-05-21,126576.0,126576.0,RS8927HRCH0,250795.0,06.182.2318.22BO.6504,300,444042,01.265,2024-08-13,126576.0,2025-07-21,21/07/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5000,126576.0,,,84 days,342 days
4310363,92454776000108,RS,Imigrante,59053.014492/2024-23,REC-RS-4310363-20240227-01,2024,7295,7295,1AAXTW,12200,2024-03-07,136616.44,136616.44,RS7295HROU0,250795.0,06.182.2318.22BO.6504,300,444042,01.265,2024-06-11,136616.44,2025-05-26,26/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1,136616.44,,,96 days,349 days
3531704,46643482000107,SP,Monteiro Lobato,59053.002643/2019-33,REC-SP-3531704-20190122-01,2019,6735,6735,1AADCT,12300,2019-04-02,344635.48,344635.48,SP6735PRCH1,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2019-12-06,344635.48,2020-12-18,17/12/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,350,344635.48,,,248 days,378 days
3101706,18349894000195,MG,Almenara,59053.006152/2022-67,REC-MG-3101706-20211227-02,2022,4033,4033,1AAJXR,13214,2022-01-24,995332.7,995332.7,MG4033HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,995332.7,2022-08-09,08/08/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,21075,995332.7,,,115 days,82 days
3158904,18385146000168,MG,Santana do Manhuaçu,59053.006637/2022-51,REC-MG-3158904-20220404-03,2022,5177,5177,1AAKOE,13214,2022-04-06,282410.93,282410.93,MG5177HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,282410.93,2022-10-25,24/10/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,282410.93,,,43 days,159 days
4309753,92000231000113,RS,Ibarama,59053.001141/2017-23,REC-RS-4309753-20171026-01,2017,8401,8401,693817,13215,2017-11-24,49119.32,49119.32,RS8401PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2018-01-22,49152.13,2018-05-29,28/05/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,231,49152.13,,,59 days,127 days
3170503,18316281000151,MG,Urucânia,59053.009396/2023-82,REC-MG-3170503-20230216-01,2023,5409,5409,1AANCF,13214,2023-02-24,609736.44,609736.44,MG5409HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-04-20,609736.44,2023-07-07,06/07/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,350,609736.44,,,55 days,78 days
3162104,18602037000155,MG,São Gotardo,59053.006293/2022-80,REC-MG-3162104-20220203-01,2022,5241,5241,1AAJFB,12100,2022-02-08,698386.23,698386.23,MG5241HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-03-23,698386.23,2022-06-13,12/06/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,130,698386.23,,,43 days,82 days
1504406,5171681000174,PA,Marapanim,59053.000783/2017-13,REC-PA-1504406-20170720-01,2017,487,487,696145,12200,2017-08-17,455855.37,455855.37,PA0487PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-08,455855.37,2018-03-22,22/03/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5120,455855.37,,,113 days,104 days
4103479,95640652000105,PR,Cafezal do Sul,59053.000381/2017-19,REC-PR-4103479-20170330-01,2017,5491,5491,693079,12200,2017-05-01,1469032.65,1469032.65,PR5491PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-08,1469032.65,2018-03-01,01/03/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1450,440709.8,1028322.86,,221 days,83 days
2917607,13910211000103,BA,Jaguaquara,59053.005864/2021-88,REC-BA-2917607-20211220-01,2021,3653,3653,1AALJI,13214,2021-12-27,1728599.55,1728599.55,BA3653HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-30,1728599.55,2022-12-30,29/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,144,518579.87,1210019.69,,185 days,183 days
3135506,18316166000187,MG,Jequeri,59053.006645/2022-05,REC-MG-3135506-20220330-03,2022,4709,4709,1AAJVD,13214,2022-04-07,538917.16,538917.16,MG4709HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,538917.16,2022-07-28,27/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,538917.16,,,42 days,70 days
4315800,88187935000170,RS,Roca Sales,59053.015872/2024-85,REC-RS-4315800-20240514-01,2024,8819,8819,1AATRS,13214,2024-05-17,3138200.0,3138200.0,RS8819HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-27,3138200.0,2024-09-12,12/09/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1080,941460.0,2196740.0,,10 days,108 days
4303004,87530978000143,RS,Cachoeira do Sul,59053.000682/2017-34,REC-RS-4303004-20170707-01,2017,8559,8559,693249,12100,2017-07-18,553196.32,553196.32,RS8559PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2017-12-01,553196.32,2018-03-15,15/03/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,940,553196.32,,,136 days,104 days
4312609,88224712000135,RS,Muçum,59053.003886/2020-22,REC-RS-4312609-20200824-01,2020,8753,8753,1AAFMZ,12100,2020-09-18,498888.88,498888.88,RS8753PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-12-31,498888.88,2021-09-28,27/09/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,160,498888.88,,,104 days,271 days
3300803,29128766000138,RJ,Cachoeiras de Macacu,59053.001783/2018-11,REC-RJ-3300803-20180412-01,2018,5815,5815,697813,13214,2018-05-17,588613.47,588613.47,RJ5815PRCH1,128816.0,06.182.2040.22BO.0001,300,444042,13.587,2018-12-03,588613.47,2019-07-30,29/07/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,30,588613.47,,,200 days,239 days
2307601,7891674000172,CE,Limoeiro do Norte,59053.002122/2018-03,REC-CE-2307601-20180810-01,2018,1453,1453,697327,12200,2018-08-10,884585.92,884585.92,CE1453PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-10-16,884585.92,2019-05-08,07/05/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,6525,884585.92,,,67 days,204 days
3135506,18316166000187,MG,Jequeri,59053.009791/2023-65,REC-MG-3135506-20230329-01,2023,4709,4709,1AAOVC,13214,2023-04-24,808495.28,808495.28,MG4709HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-20,808495.28,2023-10-25,24/10/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1800,808495.28,,,87 days,97 days
3135001,16816522000104,MG,Jaguaraçu,59053.011873/2023-70,REC-MG-3135001-20231120-01,2023,4699,4699,1AATEC,13215,2023-11-22,64534.63,64534.63,MG4699HRCH0,238108.0,06.182.2318.22BO.6500,300,444042,01.191,2024-01-24,64534.63,2024-07-24,24/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,150,64534.63,,,63 days,182 days
4302808,88142302000145,RS,Caçapava do Sul,59053.000426/2017-47,REC-RS-4302808-20170505-01,2017,8555,8555,694693,13214,2017-05-16,465000.0,465000.0,RS8555PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2017-12-01,465000.0,2018-08-09,03/02/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,350,465000.0,,,199 days,251 days
3141405,18414607000183,MG,Medina,59053.006540/2022-48,REC-MG-3141405-20220321-02,2022,4827,4827,1AAJTL,13214,2022-03-23,272650.86,272650.86,MG4827HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-24,272650.86,2022-07-25,24/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,132,272650.86,,,62 days,62 days
3130556,1613233000122,MG,Imbé de Minas,59053.006874/2022-11,REC-MG-3130556-20220428-01,2022,626,626,1AAMDC,13214,2022-04-29,553671.02,515671.37,MG0626HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2022-08-22,515671.37,2023-04-04,02/04/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,515671.37,,,115 days,225 days
2604700,11286358000149,PE,Correntes,59053.010971/2023-90,REC-PE-2604700-20230802-01,2023,2393,2393,475106,13214,2023-08-23,519634.0,519634.0,PE2393HRCH0,237696.0,06.182.2218.22BO.6500,300,444042,01.191,2023-11-17,519634.0,2024-05-28,28/05/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,519634.0,,,86 days,193 days
3171204,18715425000142,MG,Vespasiano,59053.000423/2017-11,REC-MG-3171204-20170419-02,2017,5425,5425,693613,12300,2017-05-12,266425.68,266425.68,MG5425PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-01,266425.68,2018-05-07,07/05/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,23000,266425.68,,,203 days,157 days
3140308,16796872000148,MG,Marliéria,59053.009616/2023-78,REC-MG-3140308-20230322-01,2023,4805,4805,1AAQPM,13214,2023-03-30,502217.31,504217.79,MG4805HTCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-06-26,504217.79,2024-01-22,21/01/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2032,504217.79,,,88 days,210 days
3168705,19875020000134,MG,Timóteo,59053.009434/2023-05,REC-MG-3168705-20230228-01,2023,5373,5373,1AAPCG,13214,2023-03-08,439719.21,439719.21,MG5373HTCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-06-26,439719.21,2023-11-08,07/11/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,68,439719.21,,,110 days,135 days
3100302,18837278000183,MG,Abre Campo,59053.005651/2021-56,REC-MG-3100302-20210721-01,2021,4005,4005,1AAJWC,13214,2021-09-21,269091.37,269091.37,MG4005HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2021-11-30,269091.37,2022-08-02,01/08/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2000,269091.37,,,70 days,245 days
3121803,20126439000172,MG,Dionísio,59053.009571/2023-31,REC-MG-3121803-20230316-01,2023,4435,4435,1AAPZF,13214,2023-03-23,458413.18,458413.18,MG4435HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-04-05,458413.18,2023-12-13,12/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,458413.18,,,13 days,252 days
4312302,87613121000197,RS,Miraguaí,59053.000585/2017-41,REC-RS-4312302-20170622-01,2017,8747,8747,692783,12200,2017-06-23,139953.87,139953.87,RS8747PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-05,139953.87,2018-01-19,19/01/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,750,139953.87,,,165 days,45 days
4107751,78063732000118,PR,Figueira,59053.002642/2019-99,REC-PR-4107751-20190328-01,2019,8457,8457,1AAACX,13215,2019-04-01,130319.68,130319.68,PR8457PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.808,2019-12-04,130319.68,2020-04-28,27/04/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1100,130319.68,,,247 days,146 days
4203956,95780441000160,SC,Capivari de Baixo,59053.000022/2016-72,REC-SC-4203956-20161202-01,2016,5545,5545,692701,13215,2016-12-05,85116.65,85116.65,SC5545PCHU1,,06.182.2040.22BO.0001,10,444042,13.414,2017-12-07,85116.65,2017-12-21,21/12/2018,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,85116.65,,,367 days,14 days
4315453,92402510000103,RS,Relvado,59053.016513/2024-45,REC-RS-4315453-20240522-01,2024,7355,7355,1AATPU,13214,2024-05-28,707280.34,707280.34,RS7355HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-06-10,707280.34,2024-08-30,30/08/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,707280.34,,,13 days,81 days
4320230,91997056000118,RS,Sede Nova,59053.011437/2023-09,REC-RS-4320230-20231009-05,2023,7335,7335,1AAWVE,13215,2023-10-13,194800.0,194800.0,RS7335HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-22,194800.0,2025-03-10,10/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3,194800.0,,,222 days,292 days
4107207,76205640000108,PR,Dois Vizinhos,59053.013311/2024-41,REC-PR-4107207-20240103-01,2024,7541,7541,1AAUZD,13214,2024-01-15,445000.0,445000.0,PR7541HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-05-28,445000.0,2024-11-29,29/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5000,445000.0,,,134 days,185 days
3138609,18338186000159,MG,Lima Duarte,59053.009935/2023-83,REC-MG-3138609-20230328-01,2023,4771,4771,1AASSG,13214,2023-05-10,275088.46,275088.46,MG4771HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-08-15,275088.46,2024-06-24,24/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,76,275088.46,,,97 days,314 days
2704203,12207403000195,AL,Limoeiro de Anadia,59053.008371/2022-81,REC-AL-2704203-20220909-03,2022,2783,2783,1AAMWY,13214,2022-09-13,1132122.1,984885.22,AL2783HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-12-26,984885.22,2023-07-03,01/07/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,56,984885.22,,,104 days,189 days
5207907,1740497000147,GO,Flores de Goiás,59053.006754/2022-14,REC-GO-5207907-20220114-01,2022,9359,9359,1AAKPJ,13214,2022-04-12,586992.11,586992.11,GO9359HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-08-02,586992.11,2022-10-27,26/10/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,250,586992.11,,,112 days,86 days
3148756,1640429000106,MG,Pedra Bonita,59053.003564/2020-83,REC-MG-3148756-20200422-01,2020,682,682,1AACIB,13214,2020-04-23,281227.11,281227.11,MG0682PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-06-10,281227.11,2020-11-13,12/11/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,281227.11,,,48 days,156 days
4315156,92454800000109,RS,Progresso,59053.000701/2017-22,REC-RS-4315156-20170703-01,2017,7361,7361,695158,12200,2017-07-24,1060592.73,1060592.73,RS7361PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-08,1267966.08,2018-09-11,08/03/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,14000,380389.82,887576.26,,137 days,277 days
2911808,13634985000159,BA,Guaratinga,59053.001621/2018-75,REC-BA-2911808-20180308-01,2018,3535,3535,698954,12100,2018-03-12,81946.5,81946.5,BA3535PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-12-17,81946.5,2019-12-18,17/12/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,18644,81946.5,,,280 days,366 days
3169307,17955535000119,MG,Três Corações,59053.006412/2022-02,REC-MG-3169307-20220221-01,2022,5385,5385,1AAKDS,11331,2022-03-04,984177.93,984177.93,MG5385HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,984177.93,2022-09-02,01/09/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,6,984177.93,,,76 days,106 days
4205803,83102848000159,SC,Garuva,59053.003885/2020-88,REC-SC-4205803-20200909-03,2020,8115,8115,1AAJVJ,13215,2020-09-16,877646.25,877646.25,SC8115PRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2020-12-14,877646.25,2022-07-28,27/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,33,877646.25,,,89 days,591 days
3152204,18013326000119,MG,Porteirinha,59053.006426/2022-18,REC-MG-3152204-20220216-01,2022,5043,5043,1AANIK,13214,2022-03-16,1397849.83,1397849.83,MG5043HRCH2,204907.0,06.182.2218.22BO.0001,144,444042,14.535,2022-10-26,1397849.83,2023-07-24,22/07/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,63,419354.95,978494.88,,224 days,271 days
4302055,1612292000186,RS,Benjamin Constant do Sul,59053.012491/2023-63,REC-RS-4302055-20231212-01,2023,958,958,1AAQXJ,13214,2023-12-14,247800.39,247800.39,RS0958HRCH0,195657.0,06.182.2218.22BO.6500,300,444042,01.188,2023-12-29,247800.39,2024-02-15,14/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5000,247800.39,,,15 days,48 days
3100609,18085563000195,MG,Água Boa,59053.009512/2023-63,REC-MG-3100609-20230317-03,2023,4011,4011,1AASFX,13214,2023-03-18,3371044.95,3371044.95,MG4011HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-09-13,3371044.95,2024-05-28,28/05/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,136,1011313.49,2359731.47,,179 days,258 days
3120607,18313007000129,MG,Crucilândia,59053.021291/2025-63,REC-MG-3120607-20250203-01,2025,4411,4411,1AAYNP,13214,2025-02-04,168900.0,168900.0,MG4411HRCH2,236517.0,06.182.2318.22BO.0001,100,444042,00.000,2025-03-05,168900.0,2025-07-11,11/07/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,150,168900.0,,,29 days,128 days
1502707,5070404000175,PA,Conceição do Araguaia,59053.000942/2017-71,REC-PA-1502707-20170922-02,2017,453,453,693783,12200,2017-09-26,1702408.22,1702408.22,PA0453PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-01,1702408.22,2018-04-18,18/04/2019,FORMALIZAÇÃO - AGUARDANDO EMISSÃO DA ORDEM BANCÁRIA,1221,510722.47,1191685.75,,66 days,138 days
3119203,18085647000129,MG,Coroaci,59053.006624/2022-81,REC-MG-3119203-20220321-01,2022,4383,4383,1AAKZK,13214,2022-04-01,551141.34,551141.34,MG4383HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,551141.34,2022-12-19,18/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,400,551141.34,,,48 days,214 days
4108304,34126087000160,PR,Foz do Iguaçu,59053.005731/2021-10,REC-PR-4108304-20211118-02,2021,7563,7563,1AAJSG,13215,2021-11-30,740929.44,740929.44,PR7563HRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-12-14,740929.44,2022-07-18,17/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,10090,740929.44,,,14 days,216 days
4305587,94706140000123,RS,Colinas,59053.012031/2023-35,REC-RS-4305587-20231004-01,2023,6029,6029,1AAWPA,13214,2023-11-27,755450.0,750000.0,RS6029HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-03-21,750000.0,2025-02-07,07/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,8,750000.0,,,115 days,323 days
4310751,92457175000140,RS,Ivorá,59053.015911/2024-44,REC-RS-4310751-20240508-01,2024,7395,7395,1AAULB,13214,2024-05-17,264990.0,264990.0,RS7395HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-29,264990.0,2024-11-01,01/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,11,264990.0,,,12 days,156 days
3509601,45780095000141,SP,Campo Limpo Paulista,59053.006377/2022-13,REC-SP-3509601-20220221-11,2022,6293,6293,1AALVK,13214,2022-02-23,1512645.79,1512645.79,SP6293HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2022-05-24,1512645.79,2023-02-24,23/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2500,453793.74,1058852.05,,90 days,276 days
4310363,92454776000108,RS,Imigrante,59053.012412/2023-14,REC-RS-4310363-20231208-01,2023,7295,7295,1AARFL,13214,2023-12-11,406291.2,406291.2,RS7295HRCH2,236517.0,06.182.2318.22BO.0001,100,444042,00.000,2024-01-17,406291.2,2024-03-21,21/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,406291.2,,,37 days,64 days
2921450,16416521000164,BA,Mirante,59053.009306/2023-53,REC-BA-2921450-20230206-01,2023,3297,3297,1AAWZR,13214,2023-02-16,2099995.95,2099995.95,BA3297HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-05-06,2099995.95,2025-03-31,31/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,155,629998.79,1469997.17,,445 days,329 days
3130556,1613233000122,MG,Imbé de Minas,59053.003550/2020-60,REC-MG-3130556-20200408-01,2020,626,626,1AABGZ,12100,2020-04-13,814260.19,814260.19,MG0626PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-05-21,814260.19,2020-08-13,12/08/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2300,814260.19,,,38 days,84 days
3138674,1615423000189,MG,Luisburgo,59053.004791/2021-15,REC-MG-3138674-20210503-01,2021,644,644,1AAIEU,13214,2021-05-20,690662.35,690662.35,MG0644PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-07-01,690662.35,2022-03-30,29/03/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,469,690662.35,,,42 days,272 days
3141504,18505347000151,MG,Mendes Pimentel,59053.009615/2023-23,REC-MG-3141504-20230328-02,2023,4829,4829,1AAQWZ,13214,2023-03-29,409500.71,409500.71,MG4829HRCH0,238101.0,06.182.2318.22BO.0001,300,444042,01.191,2023-06-26,409500.71,2024-02-02,01/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,409500.71,,,89 days,221 days
4217402,83102491000109,SC,Schroeder,59053.008991/2022-10,REC-SC-4217402-20221221-01,2022,8343,8343,1AANXY,13214,2022-12-23,3297083.72,3297083.72,SC8343HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-02-15,3297083.72,2023-08-31,30/08/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,22000,989125.12,2307958.6,,54 days,197 days
3302809,28580694000100,RJ,Mendes,59053.010292/2023-11,REC-RJ-3302809-20230503-01,2023,5855,5855,1AASMY,11321,2023-06-21,957951.3,957951.3,RJ5855HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-11-03,957951.3,2024-06-11,11/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,36,957951.3,,,135 days,221 days
4320677,94577632000166,RS,Sinimbu,59053.000622/2017-11,REC-RS-4320677-20170620-01,2017,5767,5767,693902,12200,2017-07-03,4102220.04,4102220.04,RS5767PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-06,4102220.04,2018-06-05,05/06/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,14500,1230666.01,2871554.03,,156 days,181 days
3168408,18338855000192,MG,Tarumirim,59053.010434/2023-40,REC-MG-3168408-20230703-01,2023,5367,5367,1AAPKH,13214,2023-07-11,1369295.82,1369295.82,MG5367HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-09-13,1369295.82,2023-11-23,22/11/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,456,410788.75,958507.07,,64 days,71 days
4204459,95993093000109,SC,Coronel Martins,59053.012391/2023-37,REC-SC-4204459-20231130-01,2023,5735,5735,1AAWEK,13215,2023-12-11,1043000.0,1043000.0,SC5735HRCH0,247830.0,06.182.2218.22BO.6500,300,444042,01.214,2024-05-28,1043000.0,2025-01-22,22/01/2026,ACOMPANHAMENTO - AGUARDANDO DEVOLUÇÃO DO COORDENADOR AO ENTE - LIBERAÇÃO DE PARCELAS,300,312900.0,730100.0,,169 days,239 days
3531100,46578506000183,SP,Mongaguá,59053.003793/2020-06,REC-SP-3531100-20200604-01,2020,6723,6723,1AAHXQ,13112,2020-07-10,22935957.18,26845630.76,SP6723PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2020-12-18,26845630.76,2022-03-09,08/03/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,191152,8053689.23,10738252.3,8053689.23,161 days,446 days
3138674,1615423000189,MG,Luisburgo,59053.009298/2023-45,REC-MG-3138674-20230213-01,2023,644,644,1AAOJW,13214,2023-02-13,313303.52,313303.52,MG0644HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-06-26,313303.52,2023-09-27,26/09/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1874,313303.52,,,133 days,93 days
4310363,92454776000108,RS,Imigrante,59053.016871/2024-58,REC-RS-4310363-20240605-08,2024,7295,7295,1AAWTE,13214,2024-06-05,1099000.0,1099000.0,RS7295HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-17,1099000.0,2025-02-24,24/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1800,329700.0,769300.0,,42 days,222 days
3136702,18338178000102,MG,Juiz de Fora,59053.006738/2022-21,REC-MG-3136702-20220331-01,2022,4733,4733,1AAXZH,13214,2022-04-11,6110734.48,6110734.48,MG4733HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-30,6110734.48,2025-06-03,02/06/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,41550,1833220.34,2444293.79,1833220.34,80 days,1069 days
